,playerID,H_x,AB,Average
8747,thomafr02,193,859,0.22467986030267753
8748,thomafr03,1671,6285,0.26587112171837707
8749,thomafr04,2468,8199,0.30101231857543603
8750,thomaga01,591,2373,0.24905183312262957
8751,thomage01,430,1688,0.254739336492891
8752,thomago01,1051,4677,0.22471669873850758
8754,thomair01,327,1352,0.24186390532544377
8757,thomale03,847,3324,0.25481347773766544
8758,thomapi01,245,1035,0.23671497584541062
8761,thomava01,144,626,0.23003194888178913
8763,thomeji01,2328,8422,0.27641890287342674
8767,thompda01,550,2218,0.24797114517583407
8771,thompfr03,762,2560,0.29765625
8772,thompha02,801,3003,0.26673326673326675
8774,thompja01,1253,4802,0.260932944606414
8777,thompmi02,1029,3761,0.27359744748737036
8779,thompro01,1187,4612,0.25737207285342584
8780,thompry01,305,1257,0.24264120922832141
8781,thompsa01,1988,5998,0.33144381460486827
8782,thompsc01,333,1273,0.2615868028279654
8784,thompti01,123,517,0.2379110251450677
8785,thompto02,294,1107,0.26558265582655827
8788,thomsbo01,1705,6305,0.2704203013481364
8789,thondi01,1176,4449,0.2643290627107215
8790,thoneja01,216,912,0.23684210526315788
8792,thornan01,1342,5291,0.25363825363825365
8796,thorpji01,176,698,0.2521489971346705
8798,thronfa01,307,1302,0.2357910906298003
8799,thronma01,281,1186,0.23693086003372682
8800,thurmbo01,163,663,0.2458521870286576
8801,thurmga01,194,798,0.24310776942355888
8804,tiernco01,681,2299,0.2962157459765115
8807,tillmbo01,540,2329,0.231859167024474
8812,tinglro01,110,563,0.19538188277087035
8813,tinkejo01,1687,6434,0.26220080820640346
8815,tinslle01,210,870,0.2413793103448276
8817,tiptoer01,439,1626,0.2699876998769988
8818,tiptojo01,264,1117,0.23634735899731424
8820,titusjo01,1401,4960,0.28245967741935485
8822,tobinja01,1906,6174,0.3087139617751863
8826,toddal01,768,2785,0.2757630161579892
8827,todtph01,880,3415,0.25768667642752563
8828,tolanbo01,1121,4238,0.2645115620575743
8829,tolbema01,139,605,0.22975206611570248
8832,tollewa01,559,2322,0.24074074074074073
8835,tomasya01,295,1102,0.2676950998185118
8838,tomneph01,205,882,0.23242630385487528
8841,toolebe01,151,698,0.2163323782234957
8842,toporsp01,437,1566,0.2790549169859515
8843,torboje01,297,1391,0.2135154565061107
8846,torgeea01,1318,4969,0.265244515999195
8848,torrean02,462,1910,0.2418848167539267
8850,torrefe01,302,1191,0.25356842989084805
8851,torrefr01,404,1482,0.2726045883940621
8852,torrejo01,2342,7874,0.2974345948691897
8857,torreru01,279,1314,0.21232876712328766
8859,torreyo01,737,2875,0.2563478260869565
8865,townsge01,101,541,0.1866913123844732
8866,toyji01,123,583,0.2109777015437393
8867,trabeji01,186,819,0.2271062271062271
8868,tracedi01,262,1231,0.21283509341998375
8870,tracych01,741,2706,0.2738359201773836
8872,traffbi01,116,663,0.17496229260935142
8874,tragewa01,148,689,0.21480406386066764
8876,trammal01,2365,8288,0.2853523166023166
8877,trammbu01,469,1798,0.26084538375973304
8878,travice01,1544,4914,0.3142043142043142
8879,travide01,237,812,0.291871921182266
8883,traynpi01,2416,7559,0.3196189972218547
8884,treacfr01,301,1232,0.24431818181818182
8886,treadge01,368,1290,0.28527131782945736
8887,treadje01,596,2119,0.28126474752241626
8890,treanma01,281,1272,0.2209119496855346
8896,treshmi01,788,3169,0.24865888292836857
8897,treshto01,1041,4251,0.24488355681016233
8898,trevial01,604,2430,0.248559670781893
8900,triangu01,954,3907,0.24417711799334527
8901,trillma01,1562,5950,0.26252100840336134
8902,triplco01,334,1307,0.25554705432287683
8904,troskha01,1561,5161,0.30246076341794226
8906,trottsa01,338,1354,0.24963072378138848
8908,troutmi01,1040,3399,0.30597234480729624
8909,troyda01,274,1127,0.24312333629103816
8911,trubych01,189,819,0.23076923076923078
8913,truesfr01,147,668,0.22005988023952097
8914,trumbma01,927,3726,0.24879227053140096
8917,tuckemi01,1047,4083,0.25642909625275534
8920,tucketh01,570,2231,0.25549081129538326
8922,tulowtr01,1389,4793,0.2897976215314
8930,turneje01,448,1742,0.2571756601607348
8931,turneju01,730,2527,0.2888800949742778
8934,turnete01,1499,5921,0.25316669481506504
8935,turneto01,165,696,0.23706896551724138
8936,turnetr01,231,759,0.30434782608695654
8937,tuttlbi01,1105,4268,0.25890346766635425
8945,tynerja01,373,1358,0.27466863033873345
8949,tysonmi01,714,2959,0.24129773572152755
8951,tysonty01,197,704,0.27982954545454547
8952,ueckebo01,146,731,0.1997264021887825
8953,ugglada01,1149,4759,0.24143727673881069
8956,uhlaete01,772,2932,0.26330150068212826
8962,umphlto01,285,1160,0.24568965517241378
8963,unglabo01,554,2150,0.2576744186046512
8966,unserde01,1344,5215,0.25771812080536916
8968,upshawi01,1103,4203,0.2624315964787057
8969,uptonbj01,1260,5175,0.24347826086956523
8970,uptonju01,1467,5456,0.2688782991202346
8971,uptonto01,118,525,0.22476190476190477
8972,urbanbi01,791,3046,0.2596848325673014
8975,uribejo01,738,3064,0.24086161879895562
8976,uribeju01,1568,6161,0.254504138938484
8980,usherbo01,259,1101,0.23524069028156222
8982,utleych01,1850,6693,0.276408187658748
8986,vailmi01,447,1604,0.2786783042394015
8989,valbulu01,657,2882,0.22796668979875087
8996,valdesa01,176,765,0.23006535947712417
8997,valdijo01,213,971,0.21936148300720906
9000,valenbo02,441,1698,0.2597173144876325
9001,valenda01,728,2708,0.2688330871491876
9002,valenel01,881,3166,0.2782691092861655
9004,valenfr01,360,1458,0.24691358024691357
9005,valenja01,379,1507,0.2514930325149303
9006,valenjo02,1093,3917,0.27904008169517486
9007,valenjo03,1348,5539,0.24336522838057412
9010,valleda01,658,2775,0.2371171171171171
9012,valoel01,1420,5029,0.28236229866772716
9017,vandejo02,717,2751,0.2606324972737186
9019,vandybi01,134,530,0.2528301886792453
9023,vanroma01,493,1844,0.267353579175705
9024,vanslan01,1562,5711,0.27350726667834
9025,vanslsc01,184,760,0.24210526315789474
9029,vargake01,197,783,0.2515964240102171
9030,varitja01,1307,5099,0.25632476956265937
9033,varshga01,204,837,0.24372759856630824
9035,vaughar01,2103,6622,0.31757777106614316
9036,vaughbo01,148,535,0.2766355140186916
9039,vaughgr01,1475,6103,0.24168441749959035
9040,vaughmo01,1620,5532,0.2928416485900217
9041,vazquch01,175,671,0.2608047690014903
9042,vazqura01,496,1951,0.25422860071758074
9043,vealco01,141,611,0.23076923076923078
9046,velarra01,1171,4244,0.2759189443920829
9050,velezeu01,160,663,0.24132730015082957
9051,velezot01,452,1802,0.25083240843507215
9053,venabma01,337,1397,0.24123120973514675
9054,venabwi01,707,2836,0.2492947813822285
9057,verasqu01,750,2780,0.2697841726618705
9059,verbaem01,793,2911,0.27241497767090345
9063,vergejo01,593,2323,0.25527335342229873
9064,vernomi01,2495,8731,0.2857633718932539
9065,versazo01,1246,5141,0.2423652985800428
9066,veryzto01,687,2848,0.24122191011235955
9067,vicieda01,425,1675,0.2537313432835821
9069,vicksa01,159,641,0.24804992199687986
9070,vicoge01,166,663,0.25037707390648567
9071,victosh01,1274,4630,0.2751619870410367
9073,vidrojo01,1524,5113,0.29806375904557014
9076,villajo01,404,1581,0.25553447185325745
9077,vinafe01,1196,4240,0.2820754716981132
9081,vioxji01,465,1703,0.273047563123899
9082,virdobi01,1596,5980,0.26688963210702343
9083,virgioz01,174,753,0.23107569721115537
9084,virgioz02,549,2258,0.24313551815766166
9085,visnejo01,245,935,0.2620320855614973
9086,vitiejo01,172,693,0.2481962481962482
9088,vittos01,894,3760,0.2377659574468085
9089,vizcajo01,1453,5379,0.2701245584681167
9090,vizquom01,2877,10586,0.2717740411864727
9093,vogtst01,413,1643,0.2513694461351187
9094,voigtja01,138,588,0.23469387755102042
9096,vollmcl01,508,2021,0.2513607125185552
9098,vosmijo01,1682,5472,0.30738304093567254
9099,vossbi01,267,1177,0.2268479184367035
9100,vottojo01,1586,5060,0.31343873517786563
9102,vukovge01,430,1602,0.26841448189762795
9103,vukovjo01,90,559,0.16100178890876565
9112,wagneha01,458,1849,0.24770146024878312
9113,wagnehe01,834,3333,0.2502250225022502
9115,wagnele01,1202,4426,0.271577044735653
9116,wahlke01,145,642,0.22585669781931464
9117,waitked01,1214,4254,0.2853784673248707
9120,wakefdi01,625,2132,0.29315196998123827
9123,walbema01,492,2109,0.2332859174964438
9126,waldrir01,186,598,0.3110367892976589
9129,walkech01,299,1217,0.2456861133935908
9131,walkecu01,1475,4858,0.30362289007822146
9132,walkedi02,2064,6740,0.3062314540059347
9133,walkedu01,197,861,0.22880371660859466
9137,walkege02,1991,6771,0.2940481465071629
9138,walkegr01,746,2864,0.2604748603351955
9139,walkeha01,786,2651,0.2964918898528857
9140,walkehu01,205,779,0.2631578947368421
9142,walkela01,2160,6907,0.3127262197770378
9143,walkene01,1051,3860,0.27227979274611397
9144,walkeos01,287,1128,0.25443262411347517
9145,walkeru01,360,1585,0.22712933753943218
9147,walketi01,1423,5067,0.2808367870534833
9149,walketo04,1316,4554,0.2889767237593325
9152,wallabr01,305,1284,0.23753894080996885
9157,wallaja02,120,584,0.2054794520547945
9162,wallide01,799,2945,0.2713073005093379
9163,wallijo01,216,886,0.24379232505643342
9165,wallsle01,670,2558,0.2619233776387803
9168,walshji02,410,1771,0.23150762281197063
9177,walteke01,157,681,0.2305433186490455
9178,waltero01,317,1426,0.22230014025245443
9180,waltoda01,174,779,0.2233632862644416
9181,waltoje01,423,1573,0.26891290527654166
9183,wambsbi01,1359,5237,0.25949971357647506
9184,wanerll01,2459,7772,0.31639217704580547
9185,wanerpa01,3152,9459,0.33322761391267575
9187,wannipe01,130,556,0.23381294964028776
9188,wardaa01,966,3611,0.267515923566879
9189,wardch01,175,769,0.22756827048114434
9191,wardda01,588,2234,0.26320501342882724
9192,wardga01,1236,4479,0.27595445411922304
9199,wardpe01,776,3060,0.25359477124183005
9200,wardpi01,223,780,0.2858974358974359
9201,wardpr01,522,2067,0.2525399129172714
9203,wardtu01,389,1548,0.25129198966408267
9205,warnefr01,242,1034,0.23404255319148937
9207,warneja01,387,1546,0.2503234152652005
9209,warnejo01,870,3497,0.24878467257649414
9211,warrebe01,217,989,0.21941354903943378
9213,warstra01,935,4088,0.22871819960861056
9215,warwica01,363,1462,0.24829001367989056
9216,wasdeji01,782,2866,0.27285415212840197
9218,washicl01,1884,6787,0.277589509356122
9224,washiro01,414,1586,0.2610340479192938
9225,washiul01,703,2797,0.25134072220235965
9230,wathajo01,656,2505,0.26187624750499
9234,watkige01,925,3207,0.28843155597131276
9240,watsobo01,1826,6185,0.2952303961196443
9245,watwojo01,403,1423,0.2832044975404076
9247,weathro01,794,2781,0.28550880978065446
9249,weavebu01,1308,4809,0.2719900187149095
9250,weavefa01,853,3073,0.2775789131142206
9253,webbea01,661,2161,0.3058769088385007
9254,webbsk01,498,2274,0.21899736147757257
9257,webstle01,368,1450,0.2537931034482759
9258,webstmi01,900,3419,0.26323486399532026
9260,webstra02,190,778,0.2442159383033419
9265,weeksje01,243,955,0.2544502617801047
9266,weeksri01,1087,4417,0.24609463436721757
9267,wehnejo01,200,804,0.24875621890547264
9271,weintph01,407,1382,0.2945007235890014
9272,weisal01,346,1578,0.21926489226869456
9277,weisswa01,1207,4686,0.25757575757575757
9278,welajjo01,198,793,0.24968474148802017
9279,welchfr01,634,2310,0.27445887445887446
9287,wellmbr01,214,927,0.2308522114347357
9291,wellsve01,1794,6642,0.27009936766034326
9292,welshji01,778,2684,0.28986587183308493
9298,werbebi01,1363,5024,0.27129777070063693
9301,werrijo01,383,1534,0.24967405475880053
9302,wertdo01,929,3840,0.24192708333333332
9304,werthja01,1465,5484,0.2671407731582786
9306,wertzvi01,1692,6099,0.27742252828332514
9314,westlwa01,848,3117,0.2720564645492461
9316,westma02,681,2676,0.25448430493273544
9318,westrwe01,503,2322,0.21662360034453057
9319,westsa01,1838,6148,0.2989590110605075
9323,whalibe01,129,573,0.225130890052356
9324,wheatma01,123,602,0.20431893687707642
9325,wheatza01,2884,9106,0.31671425433779926
9326,wheelbo01,201,854,0.23536299765807964
9337,whisepe01,221,988,0.2236842105263158
9338,whistle01,247,1014,0.24358974358974358
9339,whitalo01,2369,8570,0.2764294049008168
9340,whitast01,174,758,0.22955145118733508
9343,whitebi03,1706,5972,0.2856664434025452
9344,whitebu01,883,3316,0.2662846803377563
9346,whitede03,1934,7344,0.2633442265795207
9353,whiteel03,108,514,0.21011673151750973
9354,whitefr01,2006,7859,0.25524875938414554
9360,whiteje01,303,1196,0.25334448160535117
9361,whitejo01,678,2652,0.25565610859728505
9365,whitero01,1803,6650,0.27112781954887216
9366,whitero02,1519,5357,0.28355422811274966
9368,whitesa02,916,3502,0.2615648201027984
9369,whitewa01,184,723,0.2544951590594744
9370,whitffr01,578,2284,0.2530647985989492
9371,whitfte01,537,1913,0.2807109252483011
9372,whitied01,185,705,0.2624113475177305
9375,whitmdi01,165,638,0.25862068965517243
9378,whitnpi01,1701,5765,0.2950563746747615
9379,whitter01,938,3774,0.2485426603073662
9380,whittpo01,978,3630,0.2694214876033058
9382,wicklal01,397,1468,0.27043596730245234
9383,widgech01,435,1826,0.23822562979189485
9386,wietema01,897,3556,0.25224971878515184
9387,wiggial01,581,2247,0.2585669781931464
9388,wiggity01,1170,4479,0.261219022103148
9389,wilbede01,174,720,0.24166666666666667
9393,wilforo01,668,2690,0.2483271375464684
9396,wilhojo01,201,782,0.2570332480818414
9398,wilkebr01,788,3187,0.24725447128961406
9399,wilkecu01,600,2452,0.24469820554649266
9404,wilkiri01,515,2114,0.24361400189214757
9405,willaje01,195,783,0.24904214559386972
9406,willbo01,202,819,0.24664224664224665
9410,willibe02,2336,7869,0.2968611005210319
9411,willibi01,2711,9350,0.2899465240641711
9414,willicy01,1981,6780,0.29218289085545723
9415,willida03,450,1785,0.25210084033613445
9420,willidi01,421,1574,0.2674714104193138
9421,willidi02,768,2959,0.2595471443055086
9423,williea02,756,3058,0.2472204054937868
9424,willied01,288,1145,0.251528384279476
9426,willige02,780,3059,0.2549852893102321
9429,willigu02,367,1398,0.2625178826895565
9434,williji01,1508,5485,0.2749316317228806
9437,willijo03,988,3912,0.25255623721881393
9439,willike01,1552,4862,0.3192102015631427
9440,willike02,252,1154,0.21837088388214904
9443,willima04,1878,7000,0.2682857142857143
9447,williot01,113,558,0.2025089605734767
9451,willire03,218,844,0.25829383886255924
9452,williri01,314,1186,0.26475548060708265
9454,williwa02,640,2373,0.269700800674252
9455,williwo01,314,1255,0.250199203187251
9457,willsbu01,807,3030,0.26633663366336635
9460,willsma01,2134,7588,0.2812335266209805
9461,wilmowa01,1100,3988,0.275827482447342
9462,wilsoar01,536,2056,0.2607003891050584
9465,wilsobi01,165,795,0.20754716981132076
9467,wilsobo02,161,753,0.21381142098273573
9468,wilsoch01,1246,4624,0.2694636678200692
9472,wilsocr03,527,2010,0.26218905472636816
9473,wilsoda01,1097,4186,0.26206402293358816
9476,wilsoen01,343,1406,0.24395448079658605
9481,wilsoha01,1461,4760,0.3069327731092437
9484,wilsoja02,1294,4890,0.26462167689161553
9485,wilsoji01,1358,4778,0.2842193386354123
9490,wilsomo01,1397,5094,0.2742442088731841
9493,wilsopa01,339,1280,0.26484375
9494,wilsopr01,1055,4003,0.26355233574818887
9495,wilsore01,455,1765,0.2577903682719547
9499,wilsoto02,140,554,0.2527075812274368
9501,wilsova01,238,953,0.2497376705141658
9502,wilsowi02,2207,7731,0.2854740654507826
9506,winebo01,682,3172,0.2150063051702396
9508,winfida01,3110,11003,0.2826501863128238
9509,wingoal01,409,1326,0.30844645550527905
9511,wingoiv01,1039,4003,0.2595553334998751
9514,winnihe01,452,1888,0.23940677966101695
9515,winnra01,1759,6186,0.28435176204332363
9521,wisesa01,1281,4715,0.2716861081654295
9524,wistete01,215,828,0.25966183574879226
9525,witekmi01,595,2147,0.27713088029809035
9531,wittwh01,1195,4171,0.2865020378806042
9532,wockejo01,543,2072,0.26206563706563707
9535,wohlfji01,793,3049,0.2600852738602821
9543,wolveha01,833,3001,0.27757414195268243
9545,womacto01,1353,4963,0.27261736852710056
9546,wongko01,431,1685,0.255786350148368
9549,woodala01,353,1317,0.2680334092634776
9551,woodbo01,350,1246,0.2808988764044944
9552,woodbr01,130,700,0.18571428571428572
9557,woodja01,469,1877,0.24986680873734682
9560,woodke01,223,995,0.2241206030150754
9561,woodlge01,1585,5587,0.2836942903168069
9565,woodsal01,538,1986,0.27089627391742194
9566,woodsga01,251,1032,0.24321705426356588
9568,woodsro01,290,1247,0.23255813953488372
9569,woodstr01,125,506,0.24703557312252963
9571,woodwch01,408,1706,0.2391559202813599
9572,woodwwo01,517,2187,0.23639689071787837
9573,wootesh01,182,669,0.27204783258594917
9575,workmch01,423,1749,0.241852487135506
9577,worthcr01,284,1234,0.23014586709886548
9579,worthre01,298,1037,0.28736740597878496
9587,wrighda03,1777,5996,0.2963642428285524
9589,wrighge03,529,2160,0.2449074074074074
9590,wrighgl01,1219,4153,0.29352275463520344
9595,wrighru01,889,2992,0.29712566844919786
9597,wrighta01,1115,3583,0.3111917387663969
9598,wrighto01,175,685,0.25547445255474455
9599,wriglze01,222,861,0.2578397212543554
9604,wynegbu01,1102,4330,0.2545034642032333
9605,wynnema01,664,2693,0.24656516895655403
9606,wynnji01,1665,6653,0.25026303923042237
9607,wyrosjo01,1149,4240,0.27099056603773586
9614,yastrca01,3419,11988,0.28520186853520185
9617,yeagege01,168,705,0.23829787234042554
9618,yeagest01,816,3584,0.22767857142857142
9620,yeldier01,242,993,0.24370594159113795
9621,yelicch01,719,2478,0.29015334947538335
9623,yerkest02,676,2521,0.26814756049186833
9629,yorkru01,1621,5891,0.27516550670514345
9630,yorkto01,1095,4005,0.27340823970037453
9632,yosted01,1863,7346,0.2536074053906888
9633,yostne01,128,605,0.2115702479338843
9635,youklke01,1053,3749,0.2808748999733262
9636,youngba01,656,2403,0.27299209321681234
9637,youngbo01,609,2447,0.24887617490805067
9638,youngch04,1090,4597,0.2371111594518164
9640,youngde02,213,950,0.22421052631578947
